NAME,B18101_001E,B18101_004E,B18101_007E,B18101_010E,B18101_013E,B18101_016E,B18101_019E,B18101_023E,B18101_026E,B18101_029E,B18101_032E,B18101_035E,B18101_038E,state,county,tract
Census Tract 358; Bronx County; New York,7495,0,0,28,73,0,175,0,0,6,166,28,292,36,005,035800
Census Tract 359; Bronx County; New York,3261,0,154,64,57,13,28,0,50,22,137,123,20,36,005,035900
Census Tract 360; Bronx County; New York,2664,0,0,49,29,37,18,0,32,31,26,27,52,36,005,036000
Census Tract 361; Bronx County; New York,5085,0,83,86,12,3,165,0,83,209,409,102,67,36,005,036100
Census Tract 363; Bronx County; New York,6417,0,8,292,159,0,58,0,67,0,511,165,151,36,005,036300
Census Tract 364; Bronx County; New York,2427,0,22,25,82,0,28,0,0,54,60,47,85,36,005,036400
Census Tract 365.01; Bronx County; New York,4721,0,105,139,273,14,0,0,48,68,129,18,116,36,005,036501
Census Tract 365.02; Bronx County; New York,2551,0,50,13,85,14,0,0,0,48,139,41,8,36,005,036502
Census Tract 367; Bronx County; New York,2647,0,6,158,170,12,0,0,20,13,182,19,17,36,005,036700
Census Tract 368; Bronx County; New York,2183,0,26,6,55,35,13,0,23,76,81,126,22,36,005,036800
Census Tract 369.01; Bronx County; New York,1786,0,52,8,124,37,28,0,21,28,135,24,100,36,005,036901
Census Tract 369.02; Bronx County; New York,2316,0,0,0,113,0,49,27,7,15,147,52,63,36,005,036902
Census Tract 370; Bronx County; New York,2228,0,22,5,26,3,19,0,43,0,22,55,68,36,005,037000
Census Tract 371; Bronx County; New York,3948,0,21,98,79,123,59,0,0,103,291,65,203,36,005,037100
Census Tract 372; Bronx County; New York,2069,0,0,0,22,37,0,0,0,7,83,16,5,36,005,037200
Census Tract 373; Bronx County; New York,6505,0,310,206,145,35,20,0,368,406,276,170,195,36,005,037300
Census Tract 374; Bronx County; New York,3707,0,36,186,64,12,61,0,25,0,85,109,30,36,005,037400
Census Tract 375.04; Bronx County; New York,3655,0,52,36,238,63,12,0,47,88,219,61,16,36,005,037504
Census Tract 376; Bronx County; New York,1934,0,9,4,120,14,7,0,0,0,58,17,79,36,005,037600
Census Tract 378; Bronx County; New York,3251,0,90,18,212,27,91,0,0,12,124,25,63,36,005,037800
Census Tract 379; Bronx County; New York,6511,58,68,23,278,95,0,0,21,121,233,87,42,36,005,037900
Census Tract 380; Bronx County; New York,4412,0,0,88,62,17,83,0,0,0,242,8,143,36,005,038000
Census Tract 381; Bronx County; New York,7378,0,35,16,192,116,51,0,122,67,187,175,34,36,005,038100
Census Tract 382; Bronx County; New York,2942,0,0,40,70,15,14,0,12,9,56,47,97,36,005,038200
Census Tract 383.01; Bronx County; New York,4667,0,39,15,75,19,31,0,0,0,258,37,89,36,005,038301
Census Tract 383.03; Bronx County; New York,3621,0,28,38,0,20,65,0,51,35,174,61,71,36,005,038303
Census Tract 383.04; Bronx County; New York,2080,0,9,39,181,57,23,0,0,0,99,63,0,36,005,038304
Census Tract 385; Bronx County; New York,5574,0,29,24,127,185,0,0,0,112,343,46,66,36,005,038500
Census Tract 386; Bronx County; New York,8273,0,64,164,65,35,51,0,96,22,268,47,259,36,005,038600
Census Tract 387; Bronx County; New York,3725,0,36,51,92,74,0,0,0,0,41,0,89,36,005,038700
Census Tract 388; Bronx County; New York,2793,0,0,18,92,20,12,0,0,0,35,32,52,36,005,038800
Census Tract 389; Bronx County; New York,5823,0,62,63,185,0,3,0,6,64,51,10,71,36,005,038900
Census Tract 390; Bronx County; New York,3093,0,25,0,175,0,13,0,0,15,63,14,49,36,005,039000
Census Tract 391; Bronx County; New York,6555,0,9,142,57,32,126,0,190,32,75,310,261,36,005,039100
Census Tract 392; Bronx County; New York,1509,0,17,35,9,0,46,0,0,24,83,40,49,36,005,039200
Census Tract 393; Bronx County; New York,9019,0,137,162,232,19,110,0,44,0,356,96,159,36,005,039300
Census Tract 394; Bronx County; New York,4273,0,0,60,166,19,0,0,17,0,90,83,97,36,005,039400
Census Tract 395; Bronx County; New York,4194,0,314,163,228,14,67,0,56,56,398,129,68,36,005,039500
Census Tract 396; Bronx County; New York,3835,0,16,85,41,0,86,0,54,2,170,51,94,36,005,039600
Census Tract 397; Bronx County; New York,3868,0,6,40,31,30,6,0,0,97,10,23,25,36,005,039700
Census Tract 398; Bronx County; New York,3528,0,30,132,157,34,28,0,0,0,59,25,120,36,005,039800
Census Tract 399.01; Bronx County; New York,4972,0,0,8,90,47,49,0,81,72,51,55,68,36,005,039901
Census Tract 399.02; Bronx County; New York,5116,0,87,66,86,20,27,0,5,28,98,33,36,36,005,039902
Census Tract 401; Bronx County; New York,4543,0,31,50,529,55,58,0,30,53,71,42,239,36,005,040100
Census Tract 403.02; Bronx County; New York,4363,0,10,0,175,64,9,0,0,0,80,250,104,36,005,040302
Census Tract 403.03; Bronx County; New York,4058,0,31,61,27,61,58,0,32,13,100,121,68,36,005,040303
Census Tract 403.04; Bronx County; New York,3570,0,0,0,184,27,0,0,29,0,80,10,95,36,005,040304
Census Tract 404; Bronx County; New York,3499,0,0,0,43,0,31,0,0,0,29,0,49,36,005,040400
Census Tract 405.01; Bronx County; New York,3560,0,20,0,43,45,37,0,0,0,98,75,103,36,005,040501
Census Tract 405.02; Bronx County; New York,6060,0,0,50,193,31,10,0,0,99,283,78,3,36,005,040502
Census Tract 406; Bronx County; New York,3802,0,0,4,22,13,42,0,146,15,126,115,23,36,005,040600
Census Tract 407.01; Bronx County; New York,2779,0,32,26,24,27,28,35,0,32,61,69,15,36,005,040701
Census Tract 407.02; Bronx County; New York,6823,0,47,17,86,41,96,0,109,147,145,98,275,36,005,040702
Census Tract 408; Bronx County; New York,4430,0,0,77,22,61,0,0,0,129,308,74,25,36,005,040800
Census Tract 409; Bronx County; New York,3392,0,0,0,69,96,22,0,0,14,116,23,174,36,005,040900
Census Tract 411; Bronx County; New York,3793,0,0,40,209,10,29,0,43,26,63,43,31,36,005,041100
Census Tract 413; Bronx County; New York,7997,0,158,138,157,16,49,28,0,108,160,47,45,36,005,041300
Census Tract 414; Bronx County; New York,5312,0,0,0,206,167,0,0,7,17,82,100,60,36,005,041400
Census Tract 415; Bronx County; New York,5706,0,32,9,179,28,0,0,0,37,181,83,38,36,005,041500
Census Tract 418; Bronx County; New York,3713,0,41,20,100,32,92,0,157,110,193,109,16,36,005,041800
Census Tract 419; Bronx County; New York,6213,0,0,52,202,34,0,0,114,35,315,22,64,36,005,041900
Census Tract 420; Bronx County; New York,4610,0,103,39,431,0,48,0,58,81,173,85,36,36,005,042000
Census Tract 421; Bronx County; New York,5954,0,0,16,66,18,0,0,0,26,102,72,71,36,005,042100
Census Tract 422; Bronx County; New York,2836,0,0,0,40,32,12,0,0,0,53,102,20,36,005,042200
Census Tract 423; Bronx County; New York,4378,0,95,31,81,52,1,0,51,0,55,32,10,36,005,042300
Census Tract 424; Bronx County; New York,2420,8,73,19,24,0,8,25,4,0,43,9,25,36,005,042400
Census Tract 425; Bronx County; New York,6745,0,0,82,313,79,16,0,62,56,197,34,75,36,005,042500
Census Tract 426; Bronx County; New York,7618,0,195,0,207,0,145,0,0,104,130,68,255,36,005,042600
Census Tract 428; Bronx County; New York,2249,12,0,0,68,157,23,0,17,0,111,0,25,36,005,042800
Census Tract 429.01; Bronx County; New York,3093,0,17,10,79,12,23,0,5,0,61,69,9,36,005,042901
Census Tract 429.02; Bronx County; New York,3807,0,0,34,128,87,33,0,19,8,330,54,44,36,005,042902
Census Tract 430; Bronx County; New York,3287,0,0,0,0,14,16,0,0,0,42,110,0,36,005,043000
Census Tract 431.01; Bronx County; New York,4880,0,32,0,60,448,14,0,18,0,311,45,0,36,005,043101
Census Tract 431.02; Bronx County; New York,3951,0,55,0,81,0,9,0,74,57,143,38,22,36,005,043102
Census Tract 434; Bronx County; New York,3829,0,21,3,68,76,0,0,48,0,60,0,24,36,005,043400
Census Tract 435.01; Bronx County; New York,1035,0,8,7,23,32,0,0,29,3,58,28,20,36,005,043501
Census Tract 435.02; Bronx County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,043502
Census Tract 435.03; Bronx County; New York,56,0,0,0,9,0,0,0,0,0,0,0,0,36,005,043503
Census Tract 436; Bronx County; New York,2397,0,9,23,96,26,39,26,0,0,87,0,43,36,005,043600
Census Tract 442; Bronx County; New York,4052,0,0,196,128,32,119,0,0,30,363,32,126,36,005,044200
Census Tract 444; Bronx County; New York,4409,0,107,92,76,0,217,0,0,0,57,16,73,36,005,044400
Census Tract 448; Bronx County; New York,2449,0,0,0,43,11,9,0,16,0,52,65,0,36,005,044800
Census Tract 449.01; Bronx County; New York,1986,0,14,25,87,9,8,0,0,59,22,10,74,36,005,044901
Census Tract 449.02; Bronx County; New York,2291,0,30,0,48,4,0,0,0,36,72,21,93,36,005,044902
Census Tract 451.01; Bronx County; New York,1595,0,0,2,27,0,43,0,0,8,35,0,33,36,005,045101
Census Tract 451.02; Bronx County; New York,1973,0,0,0,19,59,12,0,10,8,43,9,63,36,005,045102
Census Tract 456; Bronx County; New York,3548,0,21,0,22,51,22,0,0,70,239,43,9,36,005,045600
Census Tract 458; Bronx County; New York,5671,0,0,106,122,96,44,0,451,79,418,120,103,36,005,045800
Census Tract 460; Bronx County; New York,2269,0,48,11,84,0,0,0,0,0,50,42,95,36,005,046000
Census Tract 462.03; Bronx County; New York,6452,0,0,92,233,15,429,0,0,13,189,121,243,36,005,046203
Census Tract 462.04; Bronx County; New York,5308,0,0,17,73,28,137,0,0,0,266,151,84,36,005,046204
Census Tract 462.05; Bronx County; New York,3495,0,62,53,78,325,33,0,0,30,107,59,100,36,005,046205
Census Tract 462.06; Bronx County; New York,4365,0,0,0,103,65,0,0,0,65,126,30,292,36,005,046206
Census Tract 462.07; Bronx County; New York,6488,0,0,63,223,27,97,0,123,0,43,227,236,36,005,046207
Census Tract 462.08; Bronx County; New York,4289,0,81,39,42,0,30,0,0,0,15,0,39,36,005,046208
Census Tract 462.09; Bronx County; New York,4309,0,50,107,59,55,6,0,165,21,305,29,42,36,005,046209
Census Tract 484.01; Bronx County; New York,4185,0,25,25,86,0,24,0,37,69,125,34,16,36,005,048401
Census Tract 484.02; Bronx County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,048402
Census Tract 504; Bronx County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,050400
Census Tract 516.01; Bronx County; New York,4273,0,162,50,241,42,213,0,0,72,41,89,488,36,005,051601
Census Tract 516.02; Bronx County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,005,051602
Census Tract 1; Kings County; New York,4839,0,15,93,11,147,81,0,45,29,28,60,78,36,047,000100
Census Tract 2; Kings County; New York,1203,0,15,8,0,18,0,0,0,0,76,9,5,36,047,000200
Census Tract 3.01; Kings County; New York,4031,0,0,20,101,23,53,0,0,0,39,0,136,36,047,000301
Census Tract 5.01; Kings County; New York,4504,0,0,0,69,39,146,0,0,54,26,105,195,36,047,000501
Census Tract 5.02; Kings County; New York,2787,0,0,16,27,10,11,0,0,0,0,11,20,36,047,000502
Census Tract 7; Kings County; New York,3983,0,0,0,16,45,0,0,0,11,0,16,5,36,047,000700
Census Tract 9; Kings County; New York,4792,0,0,62,10,40,21,0,0,17,54,0,0,36,047,000900
Census Tract 11; Kings County; New York,1585,0,5,12,51,5,0,0,0,9,10,8,0,36,047,001100
Census Tract 13; Kings County; New York,2408,0,0,0,28,12,11,0,0,28,52,0,23,36,047,001300
Census Tract 15.01; Kings County; New York,4925,0,38,88,0,27,113,0,0,55,177,50,5,36,047,001501
Census Tract 15.02; Kings County; New York,5418,0,0,59,54,5,8,0,0,106,82,7,0,36,047,001502
Census Tract 18.01; Kings County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,047,001801
Census Tract 18.02; Kings County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,047,001802
Census Tract 18.03; Kings County; New York,6,0,0,0,4,0,0,0,0,0,0,0,1,36,047,001803
Census Tract 18.04; Kings County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,047,001804
Census Tract 20; Kings County; New York,1795,0,0,0,27,22,14,0,0,0,9,14,21,36,047,002000
Census Tract 21; Kings County; New York,6180,0,0,44,71,0,12,0,0,36,31,0,22,36,047,002100
Census Tract 22; Kings County; New York,4143,0,0,20,79,127,114,0,3,20,94,167,74,36,047,002200
Census Tract 23; Kings County; New York,3642,0,81,90,120,23,38,0,7,2,177,64,397,36,047,002300
Census Tract 29.01; Kings County; New York,3340,0,0,74,25,33,24,0,52,69,110,129,253,36,047,002901
Census Tract 30; Kings County; New York,1818,0,13,16,66,0,0,0,0,8,36,5,24,36,047,003000
Census Tract 31.01; Kings County; New York,3202,0,0,2,4,12,43,0,14,29,59,3,41,36,047,003101
Census Tract 31.02; Kings County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,047,003102
Census Tract 33; Kings County; New York,4203,0,0,70,161,0,15,0,0,94,102,20,38,36,047,003300
Census Tract 34; Kings County; New York,3512,0,0,34,119,113,27,0,0,39,64,18,49,36,047,003400
Census Tract 35; Kings County; New York,2103,0,5,10,36,12,15,0,0,65,56,13,40,36,047,003500
Census Tract 36; Kings County; New York,3698,0,11,20,16,90,37,0,0,0,61,107,119,36,047,003600
Census Tract 37; Kings County; New York,4269,0,0,16,37,0,10,0,0,5,14,20,19,36,047,003700
Census Tract 38; Kings County; New York,1578,0,28,0,15,8,36,0,0,0,31,0,31,36,047,003800
Census Tract 39; Kings County; New York,2557,0,13,0,24,8,20,0,0,7,58,21,44,36,047,003900
Census Tract 41; Kings County; New York,3167,0,17,2,116,21,9,0,0,22,55,45,9,36,047,004100
Census Tract 43; Kings County; New York,3945,0,0,20,87,0,21,0,0,31,32,19,78,36,047,004300
Census Tract 44; Kings County; New York,2289,0,0,21,0,47,74,0,16,0,0,7,43,36,047,004400
Census Tract 45; Kings County; New York,3547,0,0,40,41,13,9,0,0,0,54,5,32,36,047,004500
Census Tract 46; Kings County; New York,1175,0,0,14,16,16,41,0,0,0,0,13,48,36,047,004600
Census Tract 47; Kings County; New York,1998,0,0,0,29,6,27,0,0,6,45,20,16,36,047,004700
Census Tract 49; Kings County; New York,2535,0,0,0,25,10,0,0,0,10,12,8,35,36,047,004900
Census Tract 50; Kings County; New York,2542,0,0,0,86,20,100,0,0,0,2,25,70,36,047,005000
Census Tract 51; Kings County; New York,2421,0,0,0,10,0,19,0,0,28,33,0,21,36,047,005100
Census Tract 52.01; Kings County; New York,1713,0,0,3,25,0,129,0,0,0,3,9,270,36,047,005201
Census Tract 52.02; Kings County; New York,2778,0,0,9,22,34,88,0,0,0,43,19,19,36,047,005202
Census Tract 53.01; Kings County; New York,2262,0,6,1,21,22,7,0,0,0,109,1,3,36,047,005301
Census Tract 53.02; Kings County; New York,111,0,0,0,0,0,0,0,0,0,0,0,0,36,047,005302
Census Tract 53.03; Kings County; New York,52,0,0,0,0,0,0,0,0,0,0,0,0,36,047,005303
Census Tract 54; Kings County; New York,3293,0,0,0,50,32,76,0,0,0,19,84,109,36,047,005400
Census Tract 56.01; Kings County; New York,2846,0,86,1,68,11,46,0,0,8,67,32,36,36,047,005601
Census Tract 56.02; Kings County; New York,1781,0,15,0,43,11,7,0,0,8,28,37,42,36,047,005602
Census Tract 58; Kings County; New York,3064,0,0,21,37,91,24,0,4,34,46,84,57,36,047,005800
Census Tract 59; Kings County; New York,1459,0,44,0,11,20,0,0,0,0,43,9,0,36,047,005900
Census Tract 60; Kings County; New York,2979,0,53,11,12,8,3,0,0,39,0,87,39,36,047,006000
Census Tract 62; Kings County; New York,2712,0,0,0,8,12,61,0,0,16,38,22,27,36,047,006200
Census Tract 63; Kings County; New York,2038,0,48,0,25,7,0,0,0,6,58,6,6,36,047,006300
Census Tract 64; Kings County; New York,3423,0,63,25,12,57,73,0,0,22,41,20,52,36,047,006400
Census Tract 65; Kings County; New York,6193,0,0,18,0,56,0,0,0,0,0,30,20,36,047,006500
Census Tract 66; Kings County; New York,4064,0,34,8,64,61,54,0,53,18,56,20,23,36,047,006600
Census Tract 67; Kings County; New York,3912,0,0,8,128,0,32,0,18,41,0,5,0,36,047,006700
Census Tract 68; Kings County; New York,3903,0,15,9,35,48,131,0,0,8,74,176,24,36,047,006800
Census Tract 69.01; Kings County; New York,1721,0,0,0,21,2,10,0,0,53,21,21,0,36,047,006901
Census Tract 69.02; Kings County; New York,1981,0,12,9,47,11,0,0,0,9,0,7,10,36,047,006902
Census Tract 70; Kings County; New York,2681,0,0,0,78,59,90,0,0,3,70,36,95,36,047,007000
Census Tract 71; Kings County; New York,4379,0,0,48,31,27,42,0,0,52,131,205,151,36,047,007100
Census Tract 72; Kings County; New York,1865,0,10,0,3,20,4,0,41,0,56,8,67,36,047,007200
Census Tract 74; Kings County; New York,5352,0,19,0,37,49,5,0,0,9,50,56,76,36,047,007400
Census Tract 75; Kings County; New York,4707,0,16,2,38,34,44,0,0,0,86,110,19,36,047,007500
Census Tract 76; Kings County; New York,4728,0,0,102,43,58,44,0,19,63,120,10,160,36,047,007600
Census Tract 77; Kings County; New York,6132,0,16,26,72,17,13,0,0,88,30,49,69,36,047,007700
Census Tract 78; Kings County; New York,5120,0,12,42,36,0,81,0,12,0,23,50,85,36,047,007800
Census Tract 80; Kings County; New York,3539,0,0,0,69,52,61,0,18,0,27,65,128,36,047,008000
Census Tract 82; Kings County; New York,3828,0,14,97,23,0,94,0,78,0,168,20,114,36,047,008200
Census Tract 84; Kings County; New York,3154,0,0,0,128,0,38,0,0,53,173,5,70,36,047,008400
Census Tract 85; Kings County; New York,7631,0,14,0,197,12,1,0,0,155,495,110,408,36,047,008500
Census Tract 86; Kings County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,047,008600
Census Tract 88; Kings County; New York,2497,0,32,25,95,28,9,0,29,23,66,0,64,36,047,008800
Census Tract 90.01; Kings County; New York,1300,0,0,8,0,43,11,0,0,0,10,32,13,36,047,009001
Census Tract 90.02; Kings County; New York,1686,0,0,13,14,0,5,0,0,0,14,33,13,36,047,009002
Census Tract 92.01; Kings County; New York,1850,0,0,0,20,19,7,0,0,0,23,44,17,36,047,009201
Census Tract 92.02; Kings County; New York,2866,0,0,16,122,51,0,0,0,29,92,48,16,36,047,009202
Census Tract 94.01; Kings County; New York,1985,0,0,9,9,13,0,0,9,0,59,11,26,36,047,009401
Census Tract 94.02; Kings County; New York,3089,0,1,1,37,14,8,0,13,13,36,49,1,36,047,009402
Census Tract 96; Kings County; New York,5917,0,68,19,70,76,60,0,0,13,100,79,117,36,047,009600
Census Tract 98; Kings County; New York,6759,0,43,9,16,39,39,0,41,0,59,22,131,36,047,009800
Census Tract 100; Kings County; New York,5510,0,21,0,16,48,52,0,40,70,49,116,23,36,047,010000
Census Tract 101; Kings County; New York,4577,0,22,51,24,48,0,0,0,80,169,37,81,36,047,010100
Census Tract 102; Kings County; New York,4561,0,0,0,48,38,79,0,4,0,63,14,68,36,047,010200
Census Tract 104.01; Kings County; New York,2183,0,0,0,0,21,28,0,0,24,0,59,31,36,047,010401
Census Tract 104.02; Kings County; New York,1861,0,0,0,0,13,34,0,0,0,6,3,11,36,047,010402
Census Tract 106.01; Kings County; New York,2230,0,7,0,0,24,41,0,0,0,25,5,6,36,047,010601
Census Tract 106.02; Kings County; New York,2192,0,0,0,17,37,20,0,0,3,13,14,51,36,047,010602
Census Tract 108.01; Kings County; New York,1951,0,0,0,52,36,17,0,8,12,0,1,10,36,047,010801
Census Tract 108.02; Kings County; New York,2585,0,0,0,20,21,20,0,0,0,48,30,12,36,047,010802
Census Tract 110; Kings County; New York,2697,0,0,13,20,59,23,0,0,0,28,6,16,36,047,011000
Census Tract 112; Kings County; New York,6478,0,20,37,46,70,34,0,0,23,17,214,133,36,047,011200
Census Tract 114; Kings County; New York,3590,0,0,13,79,0,12,0,25,0,12,44,35,36,047,011400
Census Tract 116; Kings County; New York,3344,0,0,0,55,35,23,0,27,0,7,22,72,36,047,011600
Census Tract 117; Kings County; New York,3127,0,28,11,147,65,32,0,0,0,14,0,32,36,047,011700
Census Tract 118; Kings County; New York,1930,0,0,7,0,0,0,0,0,10,3,84,27,36,047,011800
Census Tract 119.01; Kings County; New York,1466,0,5,0,33,28,10,0,0,34,12,11,23,36,047,011901
Census Tract 119.02; Kings County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,36,047,011902
Census Tract 120; Kings County; New York,1291,0,0,15,15,15,0,0,0,8,6,0,12,36,047,012000
Census Tract 121; Kings County; New York,2057,0,20,10,31,6,0,0,0,18,0,6,16,36,047,012100
Census Tract 122; Kings County; New York,4651,0,0,0,96,12,21,0,0,27,81,18,35,36,047,012200
Census Tract 126; Kings County; New York,2778,0,10,13,45,37,44,0,18,0,0,34,62,36,047,012600
Census Tract 127; Kings County; New York,3958,0,115,107,105,37,67,0,0,15,92,40,328,36,047,012700
Census Tract 128.01; Kings County; New York,1932,0,6,113,16,27,31,0,0,0,18,10,39,36,047,012801
Census Tract 129.01; Kings County; New York,2377,0,0,0,63,0,37,0,7,0,0,64,0,36,047,012901
Census Tract 129.02; Kings County; New York,3452,0,36,47,43,2,0,0,0,13,50,19,11,36,047,012902
Census Tract 130; Kings County; New York,5014,0,81,29,78,0,25,0,120,0,43,21,72,36,047,013000
Census Tract 131; Kings County; New York,3434,0,38,24,95,58,0,0,0,0,72,11,47,36,047,013100
Census Tract 132; Kings County; New York,2315,0,68,5,17,68,76,0,0,0,42,59,89,36,047,013200
Census Tract 133; Kings County; New York,4388,0,0,25,43,48,6,0,0,23,40,19,20,36,047,013300
Census Tract 134; Kings County; New York,4225,0,0,1,88,29,31,0,0,0,48,63,36,36,047,013400
Census Tract 135; Kings County; New York,3946,0,16,7,0,84,26,0,9,0,32,13,24,36,047,013500
Census Tract 136; Kings County; New York,3800,0,26,14,44,31,26,0,15,29,66,15,59,36,047,013600
Census Tract 137; Kings County; New York,3212,0,59,0,67,21,0,0,0,0,41,13,9,36,047,013700
Census Tract 138; Kings County; New York,3635,0,66,48,44,50,23,0,0,21,21,37,50,36,047,013800
Census Tract 139; Kings County; New York,3501,0,0,9,30,0,1,0,0,9,45,31,37,36,047,013900
Census Tract 140; Kings County; New York,1907,0,6,17,37,0,74,0,3,2,44,25,73,36,047,014000
